sampleId,stratum,currentClassification,evidence,college,title,url,policySource,policyVerifiedAt,medicalLike,manualLabel,manualEvidenceUrl,reviewer,reviewNotes
AT-091,variable-track,variable,variable-language,University of North Alabama,Rank Open Faculty; Entertainment Industry,https://www.schooljobs.com/careers/una/jobs/5478773/rank-open-faculty-entertainment-industry,,,false,,,,
AT-092,variable-track,variable,variable-language,Moravian University,"Assistant/Associate Professor, Master of Social Work",https://ibtsjb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2/job/284,,,false,,,,
AT-093,variable-track,variable,variable-language,Stanford University,Developmental Biology Faculty in Otolaryngology-Head & Neck Surgery,https://facultypositions.stanford.edu/jobs/developmental-biology-faculty-in-otolaryngology-head-neck-surgery-stanford-university-california-united-states,,,true,,,,
AT-094,variable-track,variable,variable-language,Texas Christian University,Assistant/Associate Professor or Assistant/Associate Professor of Professional Practice - Occupational Therapy - of Nursing & Health Sciences,https://jobs.tcu.edu/jobs/assistant-associate-professor-or-assistant-associate-professor-of-professional-practice-occupational-therapy-tcu-main-campus-texas-united-states-cd6dc3bf-6d7b-4315-b6d0-d42763b2be27,,,true,,,,
AT-095,variable-track,variable,variable-language,University of Chicago,"Physician-Scientists: All Health-Related Research Areas - A Division-wide, Open-rank Faculty Search #BSD044",https://academicjobs.uchicago.edu/positions/188854,,,true,,,,
AT-096,variable-track,variable,variable-language,Louisiana State University Health Sciences Center-New Orleans,Associate Professor or Professor,https://careers.lsuhsc.edu/jobs/associate-professor-or-professor-new-orleans-louisiana-united-states,,,true,,,,
AT-097,variable-track,variable,variable-language,Long Island University,Assistant/Associate/Full Professor Emergency Medicine Critical Care,https://jobs.liu.edu/job_details/4585,,,true,,,,
AT-098,variable-track,variable,variable-language,Louisiana State University Health Sciences Center-New Orleans,Assistant Professor / Associate Professor / Professor (Thoracic Surgery),https://careers.lsuhsc.edu/jobs/assistant-professor-associate-professor-professor-thoracic-surgery-new-orleans-louisiana-united-states,,,true,,,,
AT-099,variable-track,variable,variable-language,Des Moines University-Osteopathic Medical Center,Open Rank Professor - Physiology and Pharmacology,https://careers.dmu.edu/en-us/job/493006/open-rank-professor-physiology-and-pharmacology,,,true,,,,
AT-100,variable-track,variable,variable-language,Louisiana State University Health Sciences Center-New Orleans,Assistant Professor or Associate Professor,https://careers.lsuhsc.edu/jobs/assistant-professor-or-associate-professor-new-orleans-louisiana-united-states-e6da6c72-74bc-4cc5-b7f9-929c87b06fa9,,,true,,,,
AT-101,unclassified-medical,unclassified,none,University of Toledo,"Assistant, Associate or Full Professor - Anesthesiologist",https://careers.utoledo.edu/jobs/assistant-associate-or-full-professor-anesthesiologist-health-science-campus-college-toledo-oh-ohio-united-states-0cfe17bf-4396-43bb-9c79-f520ecd758a3,,,true,,,,
AT-102,unclassified-medical,unclassified,none,Meharry Medical College,Assistant Professor,https://meharrymedicalcollege.wd12.myworkdayjobs.com/external/job/Main-Campus/Assistant-Professor_JR101715,,,true,,,,
AT-103,unclassified-medical,unclassified,none,Edward Via College of Osteopathic Medicine,"Family Medicine, OMM and Sports Medicine Faculty",https://www.vcom.edu/employment/job-listings/71668,,,true,,,,
AT-104,unclassified-medical,unclassified,none,Western University of Health Sciences,Associate Professor of Dental Medicine,https://jobs.westernu.edu/postings/34941,,,true,,,,
AT-105,unclassified-medical,unclassified,none,Thomas Jefferson University,Faculty Physician - PM&R [TJU],https://jeffersonhealth.wd5.myworkdayjobs.com/ThomasJeffersonExternal/job/Philadelphia-PA/Faculty-Physician---PM-R--TJU-_REQ-0031042,,,true,,,,
AT-106,unclassified-medical,unclassified,none,University of Toledo,"Assistant, Associate, or Full Professor - Urological Oncologist",https://careers.utoledo.edu/jobs/assistant-associate-or-full-professor-urological-oncologist-health-science-campus-college-toledo-oh-ohio-united-states,,,true,,,,
AT-107,unclassified-medical,unclassified,none,Medical College of Wisconsin,Pediatric Health Psychologist - Faculty - Assistant Professor,https://mcw.wd503.myworkdayjobs.com/ExternalCareers/job/Milwaukee-WI/Assistant-Professor---Health-Psychologist---Pediatrics-Psychology-and-Developmental-Medicine---Children-s-Wisconsin_JR100495,,,true,,,,
AT-108,unclassified-medical,unclassified,none,Joseph F McCloskey School of Nursing,Nurse Instructor,https://lvhn.wd1.myworkdayjobs.com/LVHN/job/Pottsville-PA/Nurse-Instructor_JR126736/apply,,,true,,,,
AT-109,unclassified-medical,unclassified,none,The University of Texas Medical Branch at Galveston,"Professor, Internal Medicine-Geriatrics",https://applyjobs.utmb.edu/jobs/professor-internal-medicine-geriatrics-31505,,,true,,,,
AT-110,unclassified-medical,unclassified,none,D'Youville University,"School of Pharmacy - Faculty, Pharmacy Practice (Internal Medicine)",https://dyouville-university.prismhr-hire.com/job/1052597/school-of-pharmacy-faculty-pharmacy-practice-internal-medicine,,,true,,,,
AT-111,unclassified-medical,unclassified,none,Medical College of Wisconsin,Transplant Hepatologist/Medical Director - Faculty,https://mcw.wd503.myworkdayjobs.com/ExternalCareers/job/Milwaukee-WI/Transplant-Hepatology-Faculty--Medical-Director---MCW-Froedtert-Hospital---Milwaukee--WI_JR100401-1,,,true,,,,
AT-112,unclassified-medical,unclassified,none,"Rutgers, The State University of New Jersey","Lymphoma Clinical Scholar, Faculty Physician (Assistant/Associate)",https://jobs.rutgers.edu/postings/275348,,,true,,,,
AT-113,unclassified-medical,unclassified,none,The University of Texas Health Science Center at San Antonio,"Family and Community Medicine Vice Chair of Research, Associate or Professor",https://uthscsa.referrals.selectminds.com/faculty/jobs/family-and-community-medicine-vice-chair-of-research-associate-or-professor-13063,,,true,,,,
AT-114,unclassified-medical,unclassified,none,The University of Texas Medical Branch at Galveston,Assistant Professor - Dean of Health Professions,https://applyjobs.utmb.edu/jobs/assistant-professor-dean-of-health-professions-34804,,,true,,,,
AT-115,unclassified-medical,unclassified,none,The University of Texas Health Science Center at San Antonio,Open Rank Faculty - Biology of Infections,https://uthscsa.referrals.selectminds.com/faculty/jobs/open-rank-faculty-biology-of-infections-8650,,,true,,,,
AT-116,unclassified-medical,unclassified,none,The University of Texas Health Science Center at Houston,"Associate/Assistant Professor, Molecular and Translational Imaging , Brown Foundation Institute of Molecular Medicine",https://careers.uth.tmc.edu/us/en/job/260001X2/Associate-Assistant-Professor-Molecular-and-Translational-Imaging-Brown-Foundation-Institute-of-Molecular-Medicine,,,true,,,,
AT-117,unclassified-medical,unclassified,none,Thomas Jefferson University,"Faculty - Non-Invasive Cardiologist - Department of Medicine, Division of Cardiology Thomas Jefferson University Hospitals - Philadelphia [TJU]",https://jeffersonhealth.wd5.myworkdayjobs.com/ThomasJeffersonExternal/job/Philadelphia-PA/Faculty---Non-Invasive-Cardiologist---Department-of-Medicine--Division-of-Cardiology-Thomas-Jefferson-University-Hospitals---Philadelphia--TJU-_REQ-0025238,,,true,,,,
AT-118,unclassified-medical,unclassified,none,MidAmerica Nazarene University,Assistant/Associate/Full Professor of Nursing,https://www.paycomonline.net/v4/ats/web.php/portal/94C12971DF5E45B623E88E77701008BC/jobs/492678,,,true,,,,
AT-119,unclassified-medical,unclassified,none,Medical College of Wisconsin,Associate Professor - Data Science Institute,https://mcw.wd503.myworkdayjobs.com/ExternalCareers/job/Milwaukee-WI/Associate-Professor---Data-Science-Institute_JR101444,,,true,,,,
AT-120,unclassified-medical,unclassified,none,Yale University,Assistant Professor - Interventional Psychiatric Services Old Saybrook,https://apply.interfolio.com/193585,,,true,,,,
AT-121,unclassified-medical,unclassified,none,Colorado Mesa University,Technical Instructor of Medical Office Assisting,https://coloradomesa.wd501.myworkdayjobs.com/CMUCareers/job/CMU-Tech-Grand-Junction-CO/Technical-Instructor-of-Medical-Office-Assisting_JR100467,,,true,,,,
AT-122,unclassified-medical,unclassified,none,Western University of Health Sciences,Assistant Professor,https://jobs.westernu.edu/postings/37225,,,true,,,,
AT-123,unclassified-medical,unclassified,none,Thomas Jefferson University,"Faculty Physician, Vulvovaginitis and Clinical Research - Department of Obstetrics and Gynecology - Thomas Jefferson University and Jefferson Health",https://jeffersonhealth.wd5.myworkdayjobs.com/ThomasJeffersonExternal/job/Philadelphia-PA/Faculty-Physician--Vulvovaginitis-and-Clinical-Research---Department-of-Obstetrics-and-Gynecology---Thomas-Jefferson-University-and-Jefferson-Health_REQ-0028030-1,,,true,,,,
AT-124,unclassified-medical,unclassified,none,Medical College of Wisconsin,Pain and Spine PM&R Physician - Assistant Professor,https://mcw.wd503.myworkdayjobs.com/ExternalCareers/job/Wauwatosa-WI/Pain-and-Spine-PM-R-Physician---Assistant-Professor_JR102189,,,true,,,,
AT-125,unclassified-medical,unclassified,none,Columbia University in the City of New York,Nuclear Medicine Radiologist – Faculty: All Ranks/Assistant/Associate/Professor,https://apply.interfolio.com/180522,,,true,,,,
AT-126,unclassified-medical,unclassified,none,Medical College of Wisconsin,"Pediatric Gastroenterology, Hepatology and Nutrition - Milwaukee - Open Rank Faculty",https://mcw.wd503.myworkdayjobs.com/ExternalCareers/job/Milwaukee-WI/Pediatric-Gastroenterology--Hepatology-and-Nutrition---Milwaukee---Open-Rank-Faculty_JR102865,,,true,,,,
AT-127,unclassified-medical,unclassified,none,University of Rochester,Faculty - MD Hematology Oncology Regional (Dansville & Webster),https://apply.interfolio.com/192758,,,true,,,,
AT-128,unclassified-medical,unclassified,none,Augusta University,Open Rank Faculty in Artificial Intelligence & Health,https://careers.hprod.onehcm.usg.edu/psc/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_SCHJOB_FL&Action=U#jobId=290816,,,true,,,,
AT-129,unclassified-medical,unclassified,none,Augusta University,Open Rank Faculty- Center for Biotechnology and Genomic Medicine,https://careers.hprod.onehcm.usg.edu/psc/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_SCHJOB_FL&Action=U#jobId=301239,,,true,,,,
AT-130,unclassified-medical,unclassified,none,East Tennessee State University,Pediatrics Pulmonology-Assistant/Associate Professor,https://fa-evyu-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/781,,,true,,,,
AT-131,unclassified-medical,unclassified,none,Medical College of Wisconsin,Neurosurgery Spine Leadership Position - Professor or Associate Professor,https://mcw.wd503.myworkdayjobs.com/ExternalCareers/job/Milwaukee-WI/Neurosurgeon--Multi-Disciplinary-Spine---Open-Rank_JR103339-1,,,true,,,,
AT-132,unclassified-medical,unclassified,none,Medical College of Wisconsin,Pulmonologist - Faculty (Open Rank),https://mcw.wd503.myworkdayjobs.com/ExternalCareers/job/Mequon-WI/Assistant-Professor--Pulmonary---Critical-Care-Physician---MCW-Froedtert-VA---Milwaukee--WI_JR100528,,,true,,,,
AT-133,unclassified-medical,unclassified,none,Medical College of Wisconsin,"Pediatric Orthopaedic Surgery (Hand & Upper Extremity) - Faculty, Assistant Professor",https://mcw.wd503.myworkdayjobs.com/ExternalCareers/job/Milwaukee-WI/Pediatric-Orthopaedic-Surgery--Hand---Upper-Extremity-----Faculty--Assistant-Professor_JR100833,,,true,,,,
AT-134,unclassified-medical,unclassified,none,Chatham University,Assistant Professor of Nursing,https://chatham.wd12.myworkdayjobs.com/ChathamUniversity/job/Pittsburgh-PA/Assistant-Professor-of-Nursing_JR00000944,,,true,,,,
AT-135,unclassified-medical,unclassified,none,Marshall University,Assistant Professor - Child Psychiatry,https://marshall.peopleadmin.com/postings/32249,,,true,,,,
AT-136,unclassified-medical,unclassified,none,Medical College of Wisconsin,Consultation Liaison Psychiatrist - Assistant Professor,https://mcw.wd503.myworkdayjobs.com/ExternalCareers/job/Milwaukee-WI/Assistant-Professor---Consultation-Liaison-Psychiatrist---Complexity-Intervention-Unit_JR100367,,,true,,,,
AT-137,unclassified-medical,unclassified,none,The University of Texas Medical Branch at Galveston,Associate Professor - Microbiology And Immunology,https://applyjobs.utmb.edu/jobs/associate-professor-microbiology-and-immunology-31909,,,true,,,,
AT-138,unclassified-medical,unclassified,none,Medical College of Wisconsin,Colon and Rectal Surgeon - Assistant Professor,https://mcw.wd503.myworkdayjobs.com/ExternalCareers/job/Milwaukee-WI/Colon-and-Rectal-Surgeon---Assistant-Professor_JR103506,,,true,,,,
AT-139,unclassified-medical,unclassified,none,Thomas Jefferson University,Faculty Nephrology Physician - Jefferson Einstein Philadelphia,https://jeffersonhealth.wd5.myworkdayjobs.com/ThomasJeffersonExternal/job/Philadelphia-PA/Faculty-Nephrology-Physician---Jefferson-Einstein-Philadelphia_REQ-0017196,,,true,,,,
AT-140,unclassified-medical,unclassified,none,Virginia Commonwealth University,"Assistant Professor, School of Medicine, Neurosurgery",https://vcujobs.com/jobs/assistant-professor-school-of-medicine-neurosurgery-f80200-mcv-main-campus-virginia-united-states,,,true,,,,
AT-141,unclassified-general,unclassified,none,University of Minnesota,Assistant Professor,https://hr.myu.umn.edu/psc/hrprd/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=375665&PostingSeq=1,,,false,,,,
AT-142,unclassified-general,unclassified,none,Gulf Coast State College,"Faculty, Mathematics – 9 months",https://www.schooljobs.com/careers/gulfcoast/jobs/5466790/faculty-mathematics-9-months,,,false,,,,
AT-143,unclassified-general,unclassified,none,Illinois College of Optometry,Full Time Faculty,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=9a5d9078-a7f4-44dd-ab39-0a99d4ed592e&ccId=19000101_000001&jobId=9201197075175_1&lang=en_US&source=CC2,,,false,,,,
AT-144,unclassified-general,unclassified,none,University of Nebraska-Lincoln,"Director, Center for Grassland Studies (0.40 FTE; Open to IANR Faculty Only)",https://employment.unl.edu/postings/101797,,,false,,,,
AT-145,unclassified-general,unclassified,none,Lycoming College,"Discovery and Engagement Librarian, Assistant Professor",https://lycomingcollege.applytojob.com/apply/HYW3rIrwaK/Discovery-And-Engagement-Librarian-Assistant-Professor?source=Our%20Career%20Page%20Widget,,,false,,,,
AT-146,unclassified-general,unclassified,none,Florida Southern College,Assistant Professor of Voice and Opera Theater,https://portal.flsouthern.edu/ICS/Employment_App#pg0%24V%24psSearch%24gvPositions%24ctl31%24ctl00,,,false,,,,
AT-147,unclassified-general,unclassified,none,Columbia University in the City of New York,Open Rank: Instructor/Assistant Professor/Associate Professor/Professor_GEM,https://apply.interfolio.com/168773,,,false,,,,
AT-148,unclassified-general,unclassified,none,Cornerstone University,Online Counseling Faculty (Marriage and Family Therapy),https://www.cornerstone.edu/about/employment/employment-applications?jobId=4ccdaa63-4035-a236-c8b9-3619ccab79e6,,,false,,,,
AT-149,unclassified-general,unclassified,none,Southwest Texas College,Patient Care Technician Instructor,https://www.swtxc.edu/documents/hr/job_postings/Patient-Care-Technician-Instructor-Dilley-ISD-June-2026.pdf,,,false,,,,
AT-150,unclassified-general,unclassified,none,Chatham University,Assistant or Associate Professor of Environmental Science,https://chatham.wd12.myworkdayjobs.com/ChathamUniversity/job/Pittsburgh-PA/Assistant-or-Associate-Professor-of-Environmental-Science_JR00000986,,,false,,,,
AT-151,unclassified-general,unclassified,none,Texas Southern University,Chair of Mathematical Science Department,https://jobs.tsu.edu/postings/11582,,,false,,,,
AT-152,unclassified-general,unclassified,none,UC San Francisco,Faculty Radiochemist,https://aprecruit.ucsf.edu/JPF06206,,,false,,,,
AT-153,unclassified-general,unclassified,none,Mississippi College,Assistant/Associate Professor (with an Exercise Science emphasis) - Department of Kinesiology,https://www.mc.edu/offices/human-resources/employment?rID[32]=455,,,false,,,,
AT-154,unclassified-general,unclassified,none,University of North Carolina at Chapel Hill,Open Rank Faculty — Med-Pulmonary - 411480,https://unc.peopleadmin.com/postings/325050,,,false,,,,
AT-155,unclassified-general,unclassified,none,University of Rochester,Assistant Professor - Endourology,https://apply.interfolio.com/172182,,,false,,,,
AT-156,unclassified-general,unclassified,none,University of Rochester,Faculty - Stem Cell Transplantation and Cellular Therapy,https://apply.interfolio.com/175454,,,false,,,,
AT-157,unclassified-general,unclassified,none,York University,"Faculty Position for Accounting, Finance, or Agribusiness",https://www.york.edu/about/employment.php#applications,,,false,,,,
AT-158,unclassified-general,unclassified,none,Morton College,"Faculty, Automotive",https://www.schooljobs.com/careers/mortoncollege/jobs/5442785/faculty-automotive,,,false,,,,
AT-159,unclassified-general,unclassified,none,Laredo College,Engineering Technology Instructor,https://www.schooljobs.com/careers/laredoedu/jobs/5336627/engineering-technology-instructor,,,false,,,,
AT-160,unclassified-general,unclassified,none,Fuller Theological Seminary,Faculty - Paul E. Pierson Chair in World Christianity,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=13be2684-36b2-47da-8d06-44b4fbf9a5fc&ccId=2663578062_1725&jobId=9201262756571_1&lang=en_US&source=CC2,,,false,,,,
AT-161,explicit-tenure-control,tenure-track,description-explicit,University of Chicago,Assistant Professor in American Cinema and/or Television,https://academicjobs.uchicago.edu/positions/189095,,,false,,,,
AT-162,explicit-tenure-control,tenure-track,description-explicit,University of Houston,at the University of Houston seeks applicants for a Presidential Frontier Faculty tenure-t,https://careers.uh.edu/jobs/assistant-professor-behavioral-neuroscience-focus-on-memory-and-dementia-houston-texas-united-states,,,false,,,,
AT-163,explicit-tenure-control,tenure-track,description-explicit,Wayne State University,Faculty - Rank to be Determined - Department of Oncology,https://waynetalent.csod.com/ux/ats/careersite/2/home/requisition/3077?c=waynetalent,,,true,,,,
AT-164,explicit-tenure-control,tenure-track,title-explicit,Mitchell Hamline School of Law,Tenured or Tenure-Track Professor – Business and Commercial Law Mitchell Hamline School of Law-a leader in pedagogical innovation dedicated to expanding access to high-quality legal education-seeks qualified candidates for a tenured or tenure-track faculty posi...,https://mitchellhamline.applicantpro.com/jobs/4156373.html,,,false,,,,
AT-165,explicit-tenure-control,tenure-track,description-explicit,UNC Charlotte,Assistant/Associate/Full Professor (open rank) — College of Education,https://jobs.charlotte.edu/postings/70046,,,false,,,,
AT-166,explicit-tenure-control,tenure-track,description-explicit,Temple University,Full/Associate/Assistant Professor Organic Chemistry,https://temple.taleo.net/careersection/tu_ex_faculty/jobdetail.ftl?job=23003804&tz=GMT%2B00%3A00&tzname=UTC,,,false,,,,
AT-167,explicit-tenure-control,tenure-track,title-explicit,Old Dominion University,"Assistant Professor of Public Health in Social Behavioral Sciences / Health Behavior / Health Promotion (Tenure-Track, #F0421A)",https://jobs.odu.edu/postings/27069,,,true,,,,
AT-168,explicit-tenure-control,tenure-track,description-explicit,Lehigh University,Assistant Professor of Organic Chemistry,https://facultyjobs.lehigh.edu/node/1293,,,false,,,,
AT-169,explicit-tenure-control,tenure-track,description-explicit,Texas A&M University-Kingsville,Associate or Full Professor and Department Chair - Teacher and Bilingual Education,https://tamus.wd1.myworkdayjobs.com/System-wide_External/job/Kingsville-TX/Associate-or-Full-Professor-and-Department-Chair---Teacher-and-Bilingual-Education_R-096222,,,false,,,,
AT-170,explicit-tenure-control,tenure-track,title-explicit,Virginia Military Institute,Instructor of Biology (non- tenure track),https://www.vmi.edu/job-openings/instructor-of-biology-non-tenure-track,,,false,,,,
AT-171,explicit-tenure-control,tenure-track,description-explicit,Fort Valley State University,Assistant/Associate Professor of Veterinary Technology,https://fvsu.applicantpro.com/jobs/4153028,,,false,,,,
AT-172,explicit-tenure-control,tenure-track,description-explicit,University of Nebraska Medical Center,Faculty Position in Anatomic Pathology/Rank DOQ,https://unmc.peopleadmin.com/postings/98669,,,true,,,,
AT-173,explicit-tenure-control,tenure-track,description-explicit,Texas Christian University,Assistant Professor of Dance in the College of Fine Arts,https://jobs.tcu.edu/jobs/assistant-professor-of-dance-in-the-college-of-fine-arts-tcu-main-campus-texas-united-states,,,false,,,,
AT-174,explicit-tenure-control,tenure-track,description-explicit,Connecticut State Community College,Assistant Professor/Program Coordinator of Exercise Science,https://ctstatecommunitycollege.applytojob.com/apply/jeAS4XTXXC,,,false,,,,
AT-175,explicit-tenure-control,tenure-track,description-explicit,Winthrop University,"Assistant Professor, Marketing",https://winthrop.peopleadmin.com/postings/22907,,,false,,,,
AT-176,explicit-tenure-control,tenure-track,description-explicit,Pennsylvania State University-Penn State Abington,Assistant Professor of Finance,https://psu.wd1.myworkdayjobs.com/PSU_Academic/job/Penn-State-Abington/Assistant-Professor-of-Finance_REQ_0000074094,,,false,,,,
AT-177,explicit-tenure-control,tenure-track,description-explicit,Indiana University-Bloomington,"Assistant/Associate/Full Professor Positions, Kelley School of Business, Accounting",https://indiana.peopleadmin.com/postings/33908,,,false,,,,
AT-178,explicit-tenure-control,tenure-track,title-explicit,Simpson College,Assistant Professor of Sport Administration-Tenure Track,https://apply.interfolio.com/192603,,,false,,,,
AT-179,explicit-tenure-control,tenure-track,description-explicit,Bowdoin College,Assistant Professor of Mathematics,https://careers.bowdoin.edu/postings/18351,,,false,,,,
AT-180,explicit-tenure-control,tenure-track,description-explicit,Butler University,"Assistant Professor, Mathematical Sciences",https://fa-exer-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/2157,,,false,,,,
AT-181,explicit-non-tenure-control,non-tenure-track,title-rank,Fuller Theological Seminary,Affiliate Faculty for Master of Arts in Mental Health & Ministry,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=13be2684-36b2-47da-8d06-44b4fbf9a5fc&ccId=2663578062_1725&jobId=9201258912494_1&lang=en_US&source=CC2,,,true,,,,
AT-182,explicit-non-tenure-control,non-tenure-track,title-rank,Virginia Commonwealth University,VCUarts Adjunct Instructor - Department of Fashion Design + Merchandising,https://vcujobs.com/jobs/vcuarts-adjunct-instructor-department-of-fashion-design-merchandising-vcu-main-campus-virginia-united-states,,,false,,,,
AT-183,explicit-non-tenure-control,non-tenure-track,title-rank,Iowa State University,Associate Professor of Practice,https://isu.wd1.myworkdayjobs.com/IowaStateJobs/job/Ames-IA/Associate-Professor-of-Practice_R19836,,,false,,,,
AT-184,explicit-non-tenure-control,non-tenure-track,title-rank,College of Southern Nevada,"Part - Time Instructor, Construction - FY 2027",https://nshe.wd1.myworkdayjobs.com/CSN-External/job/CSN---ALC---SatelliteLeased-Locations/Part---Time-Instructor--Construction---FY-2027_R0152515,,,false,,,,
AT-185,explicit-non-tenure-control,non-tenure-track,title-rank,Ashland Community and Technical College,Adjunct Faculty Arts and Sciences,https://careers.kctcs.edu/jobs/adjunct-faculty-arts-and-sciences-ashland-kentucky-united-states-10518db4-07f6-4b54-9b39-cc43b75de5f3,,,false,,,,
AT-186,explicit-non-tenure-control,non-tenure-track,description-explicit,Eastern University,Assistant Professor of Social Work,https://www.schooljobs.com/careers/easternpa/jobs/5381006/assistant-professor-of-social-work,,,true,,,,
AT-187,explicit-non-tenure-control,non-tenure-track,title-rank,Concordia University-Saint Paul,Contracted Faculty of Practice (Adjunct): Computer Science,https://recruitingbypaycor.com/career/JobIntroduction.action?clientId=8a7883d0838c33b10183aa4f3eb00892&id=8a7887a1a064211201a06e4420df315e&source=&lang=en,,,false,,,,
AT-188,explicit-non-tenure-control,non-tenure-track,title-rank,Delta College,Adjunct Associate Professor of Digital Media Pool,https://www.schooljobs.com/careers/deltacollege/jobs/4566959/adjunct-associate-professor-of-digital-media-pool,,,false,,,,
AT-189,explicit-non-tenure-control,non-tenure-track,title-rank,Oregon State University,Instructor Pool - 2025/2026 and Fall Term 2026: Political Science,https://jobs.oregonstate.edu/postings/180827,,,false,,,,
AT-190,explicit-non-tenure-control,non-tenure-track,title-rank,Concordia College at Moorhead,Concordia Language Institute Adjunct — Posted on: 12/8/2025 - Application Deadline,https://concordiacollege.csod.com/ux/ats/careersite/1/home/requisition/36?c=concordiacollege,,,false,,,,
AT-191,explicit-non-tenure-control,non-tenure-track,title-rank,Monmouth University,"Adjunct, Nursing Lab",https://recruiting.ultipro.com/MON1000MON/JobBoard/d4da5ea7-24db-4f02-a484-7497ffffb76d/OpportunityDetail?opportunityId=f7b6b02f-1171-4a59-8139-af3de5a67128,,,true,,,,
AT-192,explicit-non-tenure-control,non-tenure-track,title-rank,Asheville-Buncombe Technical Community College,"Adjunct Instructor, Computer Technologies (Continuous Posting)",https://abtcc.peopleadmin.com/postings/7302,,,false,,,,
AT-193,explicit-non-tenure-control,non-tenure-track,title-rank,White Mountains Community College,WMCC Adjunct Faculty - Nursing Clinical Instructor,https://ccsnh.hrmdirect.com/employment/job-opening.php?req=3588935&req_loc=1151291&&cust_sort1=19510&#job,,,true,,,,
AT-194,explicit-non-tenure-control,non-tenure-track,title-rank,Cuyahoga Community College District,"Adjunct Faculty, Early Childhood Education",https://tri-c.csod.com/ux/ats/careersite/10/home/requisition/7052?c=tri-c,,,false,,,,
AT-195,explicit-non-tenure-control,non-tenure-track,title-rank,Parkland College,Developmental Mathematics Adjunct Faculty,https://parkland.csod.com/ux/ats/careersite/18/home/requisition/1630?c=parkland,,,false,,,,
AT-196,explicit-non-tenure-control,non-tenure-track,title-rank,University at Buffalo,"Adjunct Instructor, School of Nursing",https://www.ubjobs.buffalo.edu/postings/63521,,,true,,,,
AT-197,explicit-non-tenure-control,non-tenure-track,title-rank,Seton Hall University,Adjunct Professor of Business Writing,https://jobs.shu.edu/cw/en-us/job/496667/adjunct-professor-of-business-writing,,,false,,,,
AT-198,explicit-non-tenure-control,non-tenure-track,title-rank,SUNY Plattsburgh,"Adjunct Faculty, Supply Chain & International Business",https://jobs.plattsburgh.edu/postings/11441,,,false,,,,
AT-199,explicit-non-tenure-control,non-tenure-track,title-rank,Great Falls College Montana State University,Clinical Adjunct Instructor Nursing Pool,https://jobs.gfcmsu.edu/postings/2552,,,true,,,,
AT-200,explicit-non-tenure-control,non-tenure-track,description-explicit,George Washington University,Faculty Positions - Rheumatology,https://www.gwu.jobs/postings/120830,,,false,,,,
